League,Home_Team,Away_Team,Home_FH,Away_FH,Home_Result,Away_Result,Odds_Home,Odds_Draw,Odds_Away,Alt-Ust
English League Champ,Nottingham , Barnsley,2,0,3,0,1.45,3.9,6.0,UST
African Nations Cup,Morocco , Malawi,1,1,2,1,1.27,4.3,11.0,UST
African Nations Cup,Senegal , Cape Verde,0,0,2,0,1.53,3.0,7.5,ALT
Indian S League,Mumbai City , NorthEast Utd,1,0,1,1,1.58,3.9,4.3,UST
A League,Melbourne Vict , Sydney FC,1,1,2,2,2.2,3.3,2.75,UST
English League Champ,Blackburn , Middlesbrough,0,0,1,0,2.5,2.95,2.6,ALT
African Nations Cup,Cameroon , Comoros,1,0,2,1,1.05,8.5,21.0,UST
African Nations Cup,Guinea , Gambia,0,0,0,1,2.45,2.65,2.95,ALT
Indian S League,East Bengal , Hyderabad,0,3,0,4,4.1,3.5,1.67,UST
Mexican League,Santos Laguna , Necaxa,1,1,1,4,1.63,3.4,5.0,UST
Spanish League,Alaves , Barcelona,0,0,0,1,4.8,3.6,1.58,ALT
Italian League,Milan , Juventus,0,0,0,0,2.5,2.95,2.6,ALT
French League,Paris SG , Reims,1,0,4,0,1.2,4.8,11.0,UST
